DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,ASGS_2021: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_13: Estimated resident population: Persons aged 55-59 years (no.),SA3: Statistical Area Level 3,10704: Wollongong,A: Annual,2022,8007,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_13: Estimated resident population: Persons aged 55-59 years (no.),SA3: Statistical Area Level 3,11101: Lake Macquarie - East,A: Annual,2022,7813,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_13: Estimated resident population: Persons aged 55-59 years (no.),SA3: Statistical Area Level 3,11102: Lake Macquarie - West,A: Annual,2022,5153,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_13: Estimated resident population: Persons aged 55-59 years (no.),SA3: Statistical Area Level 3,11103: Newcastle,A: Annual,2022,10141,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_13: Estimated resident population: Persons aged 55-59 years (no.),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,7103,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_13: Estimated resident population: Persons aged 55-59 years (no.),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,3552,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,11862,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,10639,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,8802,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,1832,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,1766,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,2429,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11601: Blacktown,A: Annual,2022,7364,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11602: Blacktown - North,A: Annual,2022,5145,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11603: Mount Druitt,A: Annual,2022,5901,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11701: Botany,A: Annual,2022,2573,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11702: Marrickville - Sydenham - Petersham,A: Annual,2022,2462,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11703: Sydney Inner City,A: Annual,2022,8502,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11801: Eastern Suburbs - North,A: Annual,2022,5944,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11802: Eastern Suburbs - South,A: Annual,2022,6495,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11901: Bankstown,A: Annual,2022,10234,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11902: Canterbury,A: Annual,2022,7216,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11903: Hurstville,A: Annual,2022,7945,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11904: Kogarah - Rockdale,A: Annual,2022,7337,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12001: Canada Bay,A: Annual,2022,4736,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12002: Leichhardt,A: Annual,2022,2967,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12003: Strathfield - Burwood - Ashfield,A: Annual,2022,7908,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12101: Chatswood - Lane Cove,A: Annual,2022,5650,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12102: Hornsby,A: Annual,2022,4701,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12103: Ku-ring-gai,A: Annual,2022,7036,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12104: North Sydney - Mosman,A: Annual,2022,5294,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12201: Manly,A: Annual,2022,2448,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12202: Pittwater,A: Annual,2022,4562,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12203: Warringah,A: Annual,2022,8174,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12301: Camden,A: Annual,2022,3437,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12302: Campbelltown (NSW),A: Annual,2022,9582,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12303: Wollondilly,A: Annual,2022,2673,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12401: Blue Mountains,A: Annual,2022,5670,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12403: Penrith,A: Annual,2022,7840,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12404: Richmond - Windsor,A: Annual,2022,2127,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12405: St Marys,A: Annual,2022,3367,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12501: Auburn,A: Annual,2022,4674,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12502: Carlingford,A: Annual,2022,4379,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12503: Merrylands - Guildford,A: Annual,2022,7986,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12504: Parramatta,A: Annual,2022,6228,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12601: Pennant Hills - Epping,A: Annual,2022,3040,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12602: Ryde - Hunters Hill,A: Annual,2022,7662,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12701: Bringelly - Green Valley,A: Annual,2022,6816,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12702: Fairfield,A: Annual,2022,12961,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12703: Liverpool,A: Annual,2022,6585,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12801: Cronulla - Miranda - Caringbah,A: Annual,2022,7293,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,12802: Sutherland - Menai - Heathcote,A: Annual,2022,6607,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10601: Lower Hunter,A: Annual,2022,6307,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10602: Maitland,A: Annual,2022,4858,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10603: Port Stephens,A: Annual,2022,6038,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10701: Dapto - Port Kembla,A: Annual,2022,4875,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10703: Kiama - Shellharbour,A: Annual,2022,6749,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,10704: Wollongong,A: Annual,2022,8006,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11101: Lake Macquarie - East,A: Annual,2022,8307,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11102: Lake Macquarie - West,A: Annual,2022,5637,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11103: Newcastle,A: Annual,2022,10024,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,8697,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_14: Estimated resident population: Persons aged 60-64 years (no.),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,3649,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,10852,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,9759,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,8172,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,1579,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,1350,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,1912,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11601: Blacktown,A: Annual,2022,6329,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11602: Blacktown - North,A: Annual,2022,4071,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11603: Mount Druitt,A: Annual,2022,4433,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11701: Botany,A: Annual,2022,2054,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11702: Marrickville - Sydenham - Petersham,A: Annual,2022,1968,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11703: Sydney Inner City,A: Annual,2022,6798,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11801: Eastern Suburbs - North,A: Annual,2022,4933,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11802: Eastern Suburbs - South,A: Annual,2022,5467,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11901: Bankstown,A: Annual,2022,8391,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11902: Canterbury,A: Annual,2022,5816,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11903: Hurstville,A: Annual,2022,6946,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11904: Kogarah - Rockdale,A: Annual,2022,6312,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12001: Canada Bay,A: Annual,2022,4112,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12002: Leichhardt,A: Annual,2022,2522,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12003: Strathfield - Burwood - Ashfield,A: Annual,2022,6453,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12101: Chatswood - Lane Cove,A: Annual,2022,4943,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12102: Hornsby,A: Annual,2022,4044,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12103: Ku-ring-gai,A: Annual,2022,5906,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12104: North Sydney - Mosman,A: Annual,2022,4681,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12201: Manly,A: Annual,2022,1819,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12202: Pittwater,A: Annual,2022,3823,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12203: Warringah,A: Annual,2022,6568,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12301: Camden,A: Annual,2022,2738,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12302: Campbelltown (NSW),A: Annual,2022,8099,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12303: Wollondilly,A: Annual,2022,2325,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12401: Blue Mountains,A: Annual,2022,5312,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12403: Penrith,A: Annual,2022,6601,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12404: Richmond - Windsor,A: Annual,2022,1713,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12405: St Marys,A: Annual,2022,2622,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12501: Auburn,A: Annual,2022,3740,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12502: Carlingford,A: Annual,2022,3578,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12503: Merrylands - Guildford,A: Annual,2022,6648,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12504: Parramatta,A: Annual,2022,5273,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12601: Pennant Hills - Epping,A: Annual,2022,2710,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12602: Ryde - Hunters Hill,A: Annual,2022,6747,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12701: Bringelly - Green Valley,A: Annual,2022,5193,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12702: Fairfield,A: Annual,2022,10880,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12703: Liverpool,A: Annual,2022,5263,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12801: Cronulla - Miranda - Caringbah,A: Annual,2022,6246,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,12802: Sutherland - Menai - Heathcote,A: Annual,2022,5732,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10601: Lower Hunter,A: Annual,2022,5396,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10602: Maitland,A: Annual,2022,4220,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10603: Port Stephens,A: Annual,2022,5931,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10701: Dapto - Port Kembla,A: Annual,2022,4126,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10703: Kiama - Shellharbour,A: Annual,2022,6027,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,10704: Wollongong,A: Annual,2022,6836,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11101: Lake Macquarie - East,A: Annual,2022,7459,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11102: Lake Macquarie - West,A: Annual,2022,5279,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11103: Newcastle,A: Annual,2022,8809,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,8583,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_15: Estimated resident population: Persons aged 65-69 years (no.),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,3714,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_16: Estimated resident population: Persons aged 70-74 years (no.),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,10198,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_16: Estimated resident population: Persons aged 70-74 years (no.),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,9119,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_16: Estimated resident population: Persons aged 70-74 years (no.),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,6996,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_16: Estimated resident population: Persons aged 70-74 years (no.),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,1416,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_16: Estimated resident population: Persons aged 70-74 years (no.),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,1125,PSNS: Persons,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_P_16: Estimated resident population: Persons aged 70-74 years (no.),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,1521,PSNS: Persons,,,
